#Lon Lat Depth mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position Y_position ID Mechanism_type
167.78 -14.77 20.0 2.263 -0.24 -2.023 0.121 1.649 0.426 24 167.78 -14.77 B122881A R
25.06 38.38 15.0 -0.003 1.081 -1.078 -0.751 -0.074 -0.456 24 25.06 38.38 B122981B SS-R
181.97 -29.97 30.8 7.107 -0.22 -6.887 -0.929 6.342 0.306 23 181.97 -29.97 B122981A R
143.26 21.1 33.0 -0.385 3.26 -2.875 1.289 -1.198 -8.84 23 143.26 21.1 B122981C SS
181.48 -17.96 609.8 0.06 1.665 -1.725 1.099 -1.875 -0.804 24 181.48 -17.96 B010182A SS-R
143.75 21.5 36.4 -3.067 1.138 1.929 -2.9 6.242 -2.058 23 143.75 21.5 B010182C N
142.7 26.84 36.6 -0.388 -2.102 2.49 1.569 7.268 -4.507 25 142.7 26.84 C010182B N
260.05 16.49 16.8 0.988 -1.067 0.08 1.478 -0.819 0.42 24 260.05 16.49 B010282A R
260.43 16.17 16.6 2.585 -2.493 -0.093 2.029 -6.095 2.737 23 260.43 16.17 B010282B R
338.17 -0.96 10.0 -0.171 1.56 -1.389 -2.292 2.681 -4.307 26 338.17 -0.96 Z010382A SS-R
145.46 17.92 595.2 -6.652 1.475 5.178 -0.619 2.812 -0.99 25 145.46 17.92 C010482A N
182.81 -23.21 190.5 -2.558 0.758 1.8 -2.39 -3.12 -0.159 25 182.81 -23.21 C010482B N
338.43 -0.49 15.0 0.183 2.108 -2.291 -1.274 1.073 -4.901 24 338.43 -0.49 B010582A SS
161.14 -10.62 27.3 8.204 -1.663 -6.541 -3.224 -0.893 2.282 23 161.14 -10.62 B010682A R
166.39 -12.17 160.0 3.871 0.08 -3.951 0.832 -0.961 0.106 24 166.39 -12.17 B010782A R
177.5 -3.34 15.0 6.269 -5.28 -0.989 1.115 -2.03 5.221 24 177.5 -3.34 B010782B R
179.3 -31.52 425.3 -1.163 -0.96 2.123 -1.15 -0.108 0.67 24 179.3 -31.52 B010782C N-SS
298.58 15.01 173.2 -0.1708 0.5169 -0.3462 -0.5923 0.0231 0.7526 24 298.58 15.01 B010882A SS-N
128.91 25.95 15.0 5.361 -1.267 -4.094 8.036 1.608 -2.289 23 128.91 25.95 B010882B R
293.59 46.87 10.0 1.324 0.342 -1.666 -1.107 -0.495 0.296 24 293.59 46.87 B010982A R-SS
124.35 13.91 17.3 1.671 -0.264 -1.407 -0.558 4.585 0.899 26 124.35 13.91 C011182A R
293.56 47.24 15.0 3.493 0.052 -3.545 -1.651 0.293 0.624 23 293.56 47.24 B011182B R
28.5 -52.37 10.0 -0.4 1.93 -1.529 -0.941 0.288 1.488 25 28.5 -52.37 B011282A SS-N
272.7 12.8 10.0 0.085 -1.247 1.162 -0.148 0.366 -1.317 25 272.7 12.8 B011282B SS
152.47 -9.83 17.6 -1.356 1.64 -0.284 -0.837 0.144 -0.026 25 152.47 -9.83 B011382A N
119.58 -8.61 179.9 -1.179 -0.579 1.758 -1.318 3.782 -0.029 24 119.58 -8.61 B011382C N
152.37 -9.67 28.5 -2.891 2.954 -0.063 -2.37 0.266 -1.151 24 152.37 -9.67 B011382B N
234.43 40.41 15.0 0.418 -0.477 0.059 0 0 -1.849 24 234.43 40.41 B011382D SS
183.43 -29.19 15.0 1.026 0.173 -1.198 0.44 0.785 -0.396 24 183.43 -29.19 B011482C R
151.8 -9.26 11.2 -0.125 1.037 -0.912 -0.165 0.427 -1.155 25 151.8 -9.26 B011482A SS
124.33 9.93 585.3 -2.385 0.1 2.285 -1.573 2.497 2.738 24 124.33 9.93 B011482B N-SS
152.45 -9.69 12.7 -1.262 1.4 -0.137 -0.459 0.027 -0.381 25 152.45 -9.69 B011582A N
180.96 -17.76 560.9 1.116 -0.706 -0.41 0.446 0.49 0.642 24 180.96 -17.76 B011782A R-SS
285.95 5.97 35.4 0.0782 0.7379 -0.8161 -0.6635 0.111 -0.272 24 285.95 5.97 B011782B SS-R
167.41 -16.99 12.0 5.519 0.667 -6.186 0.515 -2.115 1.059 24 167.41 -16.99 B011882A R
24.47 39.56 10.0 0.041 6.373 -6.414 -1.469 4.594 -3.298 25 24.47 39.56 C011882B SS-N
177.36 -3.58 15.0 0.311 -0.793 0.482 0.226 0.29 2.014 24 177.36 -3.58 B012082C SS
93.78 6.5 29.1 0.474 -0.694 0.22 0.19 0.98 2.655 25 93.78 6.5 C012082A SS-R
93.71 6.81 22.0 -0.095 0.167 -0.071 0.469 0.295 1.832 25 93.71 6.81 B012082B SS
185.59 -24.24 15.0 -4.728 -0.453 5.181 2.302 1.624 1.975 23 185.59 -24.24 B012082D N
299.62 13.93 50.7 1.043 -5.382 4.339 2.159 2.55 2.872 23 299.62 13.93 B012082E SS-R
204.4 19.22 10.0 1.307 -0.895 -0.412 2.701 2.332 -0.473 24 204.4 19.22 B012182A R
204.43 19.2 10.0 0.856 -0.001 -0.856 1.808 1.905 -0.644 24 204.43 19.2 B012182B R
89.79 30.87 10.0 -1.455 -1.054 2.509 -0.021 -1.212 -0.878 24 89.79 30.87 B012282A N-SS
169 -19 206.9 0.813 0.511 -1.324 0.383 -1.09 0.536 24 169.0 -19.0 B012282B R
121.65 23.84 15.0 0.169 -0.2487 0.0797 0.7952 0.9871 -0.2564 25 121.65 23.84 B012382A R
82.24 31.71 10.0 -3.121 0.259 2.862 -1.495 1.095 0.057 25 82.24 31.71 C012382B N
124.53 14.07 18.9 0.3516 -0.071 -0.2806 -0.0366 0.9711 0.2207 26 124.53 14.07 C012482A R
193.79 52.99 35.7 9.046 -6.006 -3.04 -1.637 1.618 4.457 24 193.79 52.99 B012582A R
146.04 -7.18 168.5 1.052 -0.156 -0.896 -0.324 0.702 0.114 24 146.04 -7.18 B012682A R
111.67 -6.1 625.4 -0.953 1.555 -0.602 1.848 -0.692 -0.04 24 111.67 -6.1 B012782A N
180.46 -18.02 639.2 0.357 0.932 -1.289 2.617 -4.043 0.348 24 180.46 -18.02 B012882A R
141.3 31.2 21.1 5.913 1.62 -7.533 3.234 4.94 1.05 23 141.3 31.2 B012882B R-SS
147.85 49.15 553.8 -0.5328 -0.4619 0.9948 -0.1837 -0.8819 -0.6845 24 147.85 49.15 B012982A N-SS
314.71 25.5 10.0 -7.308 1.999 5.309 3.891 -3.696 1.651 24 314.71 25.5 B012982B N-SS
298.53 16.71 34.6 0.643 -0.18 -0.463 -0.49 1.27 0.079 25 298.53 16.71 B013082A R
180.85 -22.77 503.6 -2.795 1.878 0.917 -0.17 -0.07 -0.908 24 180.85 -22.77 B013182A N
334.57 -56.13 15.7 4.077 -2.51 -1.567 -2.272 4.268 1.902 23 334.57 -56.13 B020182A R
80.31 -41.36 15.0 0.153 1.269 -1.422 0.219 0.274 -0.309 24 80.31 -41.36 B020382B SS
134.28 36.83 341.6 0.156 2.468 -2.624 -0.092 -0.477 -0.353 24 134.28 36.83 B020382A SS
187.34 -17.65 15.0 0.85 -0.001 -0.849 -0.25 1.649 -0.324 24 187.34 -17.65 B020482A R
175.48 -41.15 15.0 -0.8382 0.6027 0.2355 0.4867 0.5182 0.7422 24 175.48 -41.15 B020582A N
234.62 41.28 15.0 -0.244 -1.948 2.192 0 0 0.661 24 234.62 41.28 B020682A SS
183.3 51.65 48.8 1.713 -1.548 -0.165 0.689 0.582 -0.67 24 183.3 51.65 B020782B R
179.13 -23.34 546.3 -0.862 -0.338 1.2 0.583 0.049 -0.458 24 179.13 -23.34 B020782C N-SS
246.97 29.03 10.0 -0.546 -2.536 3.082 0 0 0.554 24 246.97 29.03 B020782A SS
160.82 55.85 161.9 0.639 0.736 -1.375 1.17 2.993 0.285 24 160.82 55.85 B021082B R
313.97 20.57 15.0 -0.7547 -0.0387 0.7933 -0.4107 -0.6588 0.0908 24 313.97 20.57 B021082C N
293.91 -22.76 236.6 -0.242 -0.122 0.364 0.189 -1.556 0.208 26 293.91 -22.76 B021082A N
171.17 -22.34 108.5 0.055 -0.759 0.704 1.287 0.284 1.144 24 171.17 -22.34 B021282A SS-R
167.54 -12.79 15.0 0.2963 -0.3338 0.0375 0.5954 -0.6873 0.6185 24 167.54 -12.79 B021282B R
94.68 5.81 66.2 0.892 -1.353 0.46 0.539 -1.331 -4.227 24 94.68 5.81 B021382A SS
181.6 -30.23 51.0 7.816 0.084 -7.9 2.085 4.989 -2.066 23 181.6 -30.23 B021382B R
100.03 -47.35 10.0 -0.091 4.657 -4.566 1.108 1.697 2.072 24 100.03 -47.35 B021482A SS
125.38 38.66 15.0 -3.529 4.571 -1.042 -0.462 0.124 2.141 23 125.38 38.66 B021482B N
177.31 -3.17 10.0 0.2793 -0.5933 0.314 0.084 -0.3953 0.7783 25 177.31 -3.17 B021582A SS-R
141.49 12.73 15.0 -3.138 2.093 1.045 -0.115 0.441 0.399 24 141.49 12.73 B021682A N
165.79 -10.84 17.0 -0.136 0.481 -0.345 0.596 -0.23 -1.076 24 165.79 -10.84 B022082C SS-R
177.07 -16.47 15.0 0.256 -0.263 0.007 1.168 -1.7 2.004 24 177.07 -16.47 B022082D SS-N
166.03 -10.53 10.0 -0.356 0.902 -0.546 -0.336 0.584 -1.663 26 166.03 -10.53 C022082A SS
141.04 33.95 29.9 1.337 2.72 -4.057 -5.229 1.519 -0.593 25 141.04 33.95 C022082B R-SS
101.52 -6.31 15.0 0.362 0.67 -1.032 2.033 -0.865 0.495 24 101.52 -6.31 B022182A R
140.99 33.57 25.0 0.189 0.864 -1.053 -1.759 3.737 -0.019 24 140.99 33.57 B022282A R
73.4 35.15 15.0 8.651 -4.712 -3.938 0.508 1.61 4.093 23 73.4 35.15 B022282B R
160.75 -9.96 56.5 8.354 -4.572 -3.782 -1.931 1.129 3.689 23 160.75 -9.96 B022282C R
177.33 -3.74 15.0 1.244 -1.713 0.469 -0.435 0.343 1.637 24 177.33 -3.74 B022382A SS-R
98.27 4.1 11.1 5.593 -1.373 -4.22 -2.436 -2.372 3.788 24 98.27 4.1 B022482A R-SS
186.85 -18.22 15.0 1.013 0.07 -1.083 -0.281 1.426 -0.635 24 186.85 -18.22 B022582A R
171.3 -22.53 117.8 1.044 -1.028 -0.016 0.717 0.479 0.354 24 171.3 -22.53 B022682A R-SS
143.45 22.42 103.6 0.817 -0.622 -0.195 -0.213 -1.345 -2.843 25 143.45 22.42 B022782A SS-R
181.68 51.75 66.5 4.384 -3.414 -0.969 0.549 2.135 -2.755 23 181.68 51.75 B022882C R
60.76 -29.69 15.0 0.005 1.204 -1.209 0 0 8.213 23 60.76 -29.69 B022882D SS
186.41 -21.68 52.2 2.34 -0.018 -2.322 -0.234 -1.581 -1.003 24 186.41 -21.68 B022882A R
117.43 -11.65 34.1 -0.732 1.036 -0.304 0.675 0.091 0.275 24 117.43 -11.65 B022882B N
120.39 -7.81 554.9 -5.855 5.806 0.049 -5.372 -2.596 -2.124 23 120.39 -7.81 B030282A N-SS
173.66 -22.54 11.1 0.984 -1.434 0.45 1.068 0.438 -0.073 25 173.66 -22.54 B030482A R
270.59 12.98 60.2 1.093 -1.311 0.218 0.835 -1.01 1.644 24 270.59 12.98 B030482B R-SS
179.73 -31.57 232.1 -0.7264 -0.1084 0.8348 -0.6967 -0.5931 0.6878 24 179.73 -31.57 B030582A N
131.28 31.85 34.0 0.2121 -0.1395 -0.0726 0.8034 0.5952 -0.1488 24 131.28 31.85 B030682C R
136.24 -0.67 10.0 2.05 -1.44 -0.61 -4.581 3.957 1.241 24 136.24 -0.67 B030682A R
141.54 36.05 42.3 1.34 -0.276 -1.064 0.763 1.014 -0.408 24 141.54 36.05 B030682B R
72.59 37.8 146.1 -1.064 0.871 0.193 -1.199 -0.941 -2.801 24 72.59 37.8 B030782A SS-N
184.58 -24.75 50.6 2.664 0.522 -3.186 -3.387 0.562 -6.354 24 184.58 -24.75 B030782B SS-R
160.38 52.91 40.7 4.34 -1.195 -3.144 2.041 2.214 -2.278 23 160.38 52.91 B030882A R
333.15 -55.97 109.8 4.557 -1.715 -2.842 -5.349 -1.541 4.259 25 333.15 -55.97 B031082A R-SS
118.3 -9.35 35.8 -3.095 -0.837 3.932 1.935 0.046 -6.541 25 118.3 -9.35 C031182A SS-N
123.87 13.61 11.0 -0.0904 -0.0241 0.1145 0.264 0.6655 0.9095 25 123.87 13.61 B031282A SS-R
147.48 -6.17 91.5 -0.301 7.258 -6.957 2.085 -0.895 -3.384 23 147.48 -6.17 B031482A SS
269.17 2.24 15.0 -1.765 0.574 1.191 -2.114 2.289 -1.645 24 269.17 2.24 B031582A N
177.51 -3.34 10.0 6.856 -6.046 -0.81 -0.027 -1.96 5.917 24 177.51 -3.34 B031682A R
281.35 6.26 15.0 -0.969 1.213 -0.244 -0.385 -0.265 -0.023 24 281.35 6.26 B031682B N
272.95 11.26 21.0 1.22 -1.017 -0.203 1.769 -1.264 0.844 24 272.95 11.26 B031782A R
101.93 -4.66 18.1 4.987 0.102 -5.088 -3.266 -6.573 2.028 23 101.93 -4.66 B031882A R
138.56 -2.54 15.1 3.331 -2.507 -0.824 -1.033 0.182 1.478 24 138.56 -2.54 B031982A R
141.85 42.14 36.7 2.276 -1.405 -0.871 1.227 -0.822 0.925 26 141.85 42.14 C032182A R
142.55 41.72 17.1 1.452 -1.33 -0.122 -1.103 -0.958 0.776 24 142.55 41.72 B032182B R-SS
184.74 -18.49 217.3 -3.901 1.858 2.043 -0.582 -5.08 1.401 24 184.74 -18.49 B032182C N
312.88 -52.66 15.0 0.147 -0.18 0.033 0 0 1.081 24 312.88 -52.66 B032182D SS
174.9 6.69 10.0 3.513 -0.776 -2.737 -1.97 -0.405 2.697 24 174.9 6.69 B032282A R-SS
96.85 1.92 15.0 1.833 -1.453 -0.38 1.396 -2.295 0.979 24 96.85 1.92 B032282B R
177.62 -3.34 15.0 0.2216 0.1595 -0.3811 0.7471 -0.686 0.6233 24 177.62 -3.34 B032282C R
290.7 -19.96 139.3 -0.236 -0.098 0.333 0.312 -1.21 0.175 24 290.7 -19.96 B032282D N
142.07 41.96 15.0 0.323 0.135 -0.458 -0.878 -1.229 -0.075 24 142.07 41.96 B032482A R
314.11 -52.97 10.0 -0.363 -0.324 0.687 0.22 0.847 2.86 25 314.11 -52.97 B032582A SS
166.99 -15.24 108.1 2.472 -1.625 -0.847 -6.418 0.489 0.075 23 166.99 -15.24 B032582B R
143.26 -3.64 22.0 1.435 1.264 -2.7 -0.134 -0.321 1.26 24 143.26 -3.64 B032682A SS-R
142.91 41.76 15.0 0.7171 -0.4924 -0.2247 0.679 -0.4405 0.5921 24 142.91 41.76 B032682B R
129.65 -6.8 176.7 1.82 -1.553 -0.266 0.635 1.191 0.857 24 129.65 -6.8 B032682C R-SS
183.7 -14.56 15.0 -0.446 1.333 -0.887 0.426 0.259 1.785 24 183.7 -14.56 B032682D SS
141.13 34.8 25.9 0.097 0.799 -0.895 -1.266 0.768 0.121 25 141.13 34.8 B032782A R
177.56 -3.96 15.0 6.652 -4.602 -2.051 -4.347 -0.072 5.029 23 177.56 -3.96 B032782C R-SS
162.87 -11.33 15.0 0.128 -1.538 1.41 0 0 4.352 24 162.87 -11.33 B032782D SS
162.94 -11.25 15.0 -0.008 -0.638 0.645 0.433 0.166 1.777 25 162.94 -11.25 B032782E SS
163.58 -10.59 15.0 0.0301 -0.4147 0.3846 0.857 -0.9228 0.4225 25 163.58 -10.59 B032782B R
181.44 -31.18 36.0 2.987 0.562 -3.548 -0.058 2.281 -1.113 25 181.44 -31.18 B032882A R
166.58 -13.47 193.7 2.762 0.37 -3.132 0.37 -6.184 5.776 23 166.58 -13.47 B032882C R-SS
184.5 -15.58 15.0 -0.648 4.28 -3.632 0.02 0.589 2.314 24 184.5 -15.58 B032882D SS
284.05 -12.91 108.7 -0.152 -0.99 1.142 -2.333 2.669 -0.856 25 284.05 -12.91 B032882B N
145.63 -3.17 40.5 -0.031 -0.902 0.933 0.995 -2.911 9.434 24 145.63 -3.17 B032982A SS
180.51 -15.19 12.4 0.875 -4.384 3.509 0.584 -0.809 2.882 25 180.51 -15.19 B032982B SS
147.58 -6.3 62.7 -4.035 5.326 -1.291 -4.395 5.327 -2.48 23 147.58 -6.3 B032982D N
123.29 0.01 164.6 0.9192 -0.7493 -0.1699 0.7469 0.5596 0.2639 25 123.29 0.01 B032982C R-SS
312.59 -52.9 15.0 0.946 2.376 -3.322 0 0 5.332 23 312.59 -52.9 B033082A SS
167.81 -15.01 10.3 0.984 -0.033 -0.951 -0.766 1.22 0.365 24 167.81 -15.01 B040382A R
167.89 -14.64 16.3 6.552 -0.226 -6.326 0.91 3.083 0.924 23 167.89 -14.64 B040582A R
267.64 13.87 18.0 4.315 -3.618 -0.697 3.807 -3.035 2.054 24 267.64 13.87 B040682B R
268.05 13.79 42.6 1.233 -0.865 -0.368 0.596 -0.649 0.354 26 268.05 13.79 C040682A R
281.22 -2.41 90.1 -0.5028 -0.4569 0.9597 0.5323 -0.4074 -0.1643 24 281.22 -2.41 B040782A N-SS
145.42 18.93 157.0 -0.4583 0.9071 -0.4488 -0.7765 0.8219 -0.0088 24 145.42 18.93 B040782B N-SS
273.65 10.57 15.0 -2.762 1.972 0.79 -5.653 4.587 -1.759 24 273.65 10.57 B040782C N
85.84 18.01 31.7 5.504 -5.833 0.329 1.53 1.994 4.527 23 85.84 18.01 B040882A R-SS
185.93 -20.58 14.2 1.187 -0.216 -0.971 0.124 0.96 -0.493 24 185.93 -20.58 B040882B R
94.1 7.4 33.0 0.21 -0.421 0.211 -0.091 0.2 1.043 24 94.1 7.4 B040882C SS
126.44 25.99 114.9 -1.118 0.652 0.466 -0.365 -0.738 -1.114 24 126.44 25.99 B040982A N-SS
58.33 -34.33 10.0 -1.571 1.946 -0.375 1.45 0.735 -0.726 24 58.33 -34.33 B041082A N-SS
324.19 7.61 15.0 -0.637 -0.075 0.712 1.42 -3.273 -8.857 23 324.19 7.61 B041082C SS
276.6 17.72 10.0 -0.298 -0.757 1.055 -1.286 1.223 3.154 25 276.6 17.72 B041082B SS-N
183.71 -21.11 198.1 0.431 0.15 -0.581 -0.788 -2.361 0.026 24 183.71 -21.11 B041082D R
281.48 -3.48 15.0 3.853 -3.249 -0.605 -4.256 -0.568 -2.491 23 281.48 -3.48 B041182A R
182.15 -29.91 30.6 1.704 0.197 -1.901 -0.159 1.344 -0.715 25 182.15 -29.91 B041282A R
143.3 12.15 43.2 -0.412 4.024 -3.612 1.695 -3.096 0.609 24 143.3 12.15 B041382A SS-N
178.1 -3.78 15.0 3.377 -2.694 -0.683 2.038 -3.603 0.426 23 178.1 -3.78 B041482A R
102.94 -5.1 20.0 1.042 -0.613 -0.428 1.527 -0.28 0.439 24 102.94 -5.1 B041582A R
198.59 54.3 44.0 0.423 0.685 -1.108 0.875 0.937 -0.249 24 198.59 54.3 B041582B R-SS
126.62 4.68 106.1 0.894 -4.725 3.831 -2.456 8.508 -2.37 23 126.62 4.68 B041582C N
128.51 -7.48 144.6 3.01 -1.545 -1.465 -1.163 1.051 3.498 23 128.51 -7.48 B041682A R
187.18 -15.62 59.3 0.461 0.505 -0.966 -0.691 1.693 -0.128 25 187.18 -15.62 B041682B R
120.56 19.72 12.7 -3.929 0.431 3.497 -1.111 -1.028 0.847 25 120.56 19.72 B041782A N
120.55 19.73 12.6 -5.955 1.116 4.839 -1.927 -2.617 1.127 23 120.55 19.73 B041782B N
130.85 -6.28 124.3 0.399 -3.556 3.157 1.337 7.882 -3.529 23 130.85 -6.28 B041782C R
160.43 56.02 159.2 -0.12 0.171 -0.051 0.563 1.149 0.144 24 160.43 56.02 B041782D N
142.76 28.89 17.0 2.815 1.037 -3.852 1.489 1.887 1.336 24 142.76 28.89 B041882A R-SS
177.33 -3.62 29.3 0.7226 -0.4516 -0.271 -0.9507 0.4499 0.1583 24 177.33 -3.62 B041882B R
267.96 14.07 65.1 -4.822 3.25 1.572 -0.482 0.541 -3.797 24 267.96 14.07 B041882D N
246.16 -29.07 10.0 1.277 -0.399 -0.878 0.003 0.111 0.756 25 246.16 -29.07 B041882C R
181.19 -25.97 357.9 0.035 -0.43 0.394 0.526 -4.839 1.159 24 181.19 -25.97 B041982B N
293.83 -22.7 266.0 -0.999 -0.043 1.042 0.051 -1.377 0.126 24 293.83 -22.7 B041982C N
120.51 19.7 21.7 -2.644 0.46 2.184 -0.646 -0.371 -0.176 25 120.51 19.7 B041982A N
130.1 -6.92 88.3 1.253 -0.256 -0.997 0.166 0.875 0.992 24 130.1 -6.92 B042182A R-SS
177.7 -3.8 15.0 8.27 -7.353 -0.916 -1.583 -4.18 2.832 23 177.7 -3.8 B042282A R-SS
179.83 51.08 23.4 2.246 -2.392 0.146 1.813 1.309 -1.032 24 179.83 51.08 B042382A R
166.99 -15.33 120.7 1.472 0.394 -1.865 -0.283 -0.679 0.032 24 166.99 -15.33 B042582A R
272.32 14.55 18.2 -1.122 0.025 1.097 -0.305 -0.165 0.321 24 272.32 14.55 B042782A N
185.83 -16.54 91.3 0.248 0.2119 -0.4599 0.0133 -0.8505 -0.434 24 185.83 -16.54 B042782B R
118.85 -4.22 15.7 2.569 -0.576 -1.993 -1.034 -2.23 -1.436 24 118.85 -4.22 B042782C R
121 -8.37 19.8 1.334 -1.363 0.029 -0.396 0.185 -0.359 24 121.0 -8.37 B042782D R
177.53 -3.66 15.0 1.4 -1.159 -0.242 0.216 -0.508 0.493 24 177.53 -3.66 B042882A R
182.63 -24.73 114.0 -0.1588 -0.3134 0.4722 -0.8359 -0.7879 0.1162 24 182.63 -24.73 B042982A N
41.57 -9.97 15.0 -4.665 -1.165 5.83 0 0 -0.473 23 41.57 -9.97 B042982B N
333.23 -56.14 106.7 -0.299 0.974 -0.675 -1.106 -0.862 -0.277 24 333.23 -56.14 B043082A N
182.91 -29.14 18.5 1.849 0.026 -1.875 0.163 1.131 -0.575 24 182.91 -29.14 B050182A R
166.9 -15.95 54.0 1.727 0.593 -2.319 -0.685 0.385 0.648 24 166.9 -15.95 B050182B R-SS
331.03 44.01 15.0 -3.414 1.271 2.143 -1.39 -0.185 1.689 24 331.03 44.01 B050282B N
183.28 -29.21 20.4 3.979 -0.191 -3.788 -0.231 2.008 -1.118 25 183.28 -29.21 C050282A R
218.82 60.12 15.0 0.524 -0.578 0.054 1.313 -0.021 0.255 24 218.82 60.12 B050282C R
182.57 -29.39 15.0 1.347 0.01 -1.357 0.124 1.902 -0.59 24 182.57 -29.39 B050282D R
283.59 -13.3 57.7 5.579 2.078 -7.657 -2.051 -1.806 1.172 23 283.59 -13.3 B050382A R-SS
290.62 -23.47 112.0 -1.083 -1.079 2.162 -0.43 0.169 -1.036 24 290.62 -23.47 B050382B SS-N
71.42 40.26 15.0 3.821 -4.315 0.494 -1.624 -1.844 0.066 24 71.42 40.26 B050682A R-SS
147.02 -6.1 49.9 4.935 -4.16 -0.775 0.177 -1.504 1.173 23 147.02 -6.1 B050782A R
123.39 -0.81 36.0 3.594 0.782 -4.376 -0.662 2.363 -1.734 24 123.39 -0.81 B050782B R-SS
339.38 -60.96 10.0 -0.196 -0.188 0.383 -0.206 -2.125 2.835 26 339.38 -60.96 C050782C SS-N
297.44 10.5 79.8 0.484 -0.456 -0.028 5.405 -3.128 -1.342 23 297.44 10.5 B051082B N
123.74 -7.57 566.1 -8.169 0.596 7.574 1.672 -0.629 -1.43 23 123.74 -7.57 B051082A N
128.19 -7.58 39.8 -1.996 2.302 -0.306 4.857 0.496 -0.128 24 128.19 -7.58 B051182A N
179.08 -24.64 559.8 0.747 -4.215 3.469 -5.279 -5.572 -1.591 24 179.08 -24.64 B051282A R
181.59 -29.95 33.4 4.86 0.231 -5.091 1.679 6.837 -2.111 23 181.59 -29.95 B051282B R
168.42 -20.31 15.0 0.8834 0.0836 -0.9669 0.2342 -0.6755 0.241 24 168.42 -20.31 B051382A R
180.3 -35.35 15.0 3.496 0.62 -4.117 -1.939 5.632 -4.161 23 180.3 -35.35 B051482B R-SS
142.13 -3.02 10.0 1.548 -0.259 -1.289 -3.69 1.104 0.989 24 142.13 -3.02 B051482A R
119.65 14.9 58.8 1.365 0.572 -1.937 -0.3 -0.23 0.157 24 119.65 14.9 B051582B R
229.3 50.31 10.1 -0.098 -4.865 4.963 0 0 3.089 24 229.3 50.31 B051582A SS
255.66 -3.88 15.0 -0.701 0.052 0.649 0.161 -0.52 3.585 24 255.66 -3.88 B051682A SS
255.77 -3.96 15.0 -0.579 0.446 0.133 0.186 -0.408 2.932 24 255.77 -3.96 B051682B SS
256.01 -35.66 15.0 -0.556 -0.6 1.155 0.098 -0.51 -2.098 24 256.01 -35.66 B051782A SS
177.62 -3.61 15.0 5.62 -4.725 -0.895 0.192 -4.072 3.817 23 177.62 -3.61 B051782B R-SS
325.46 52.98 15.0 -4.502 1.959 2.542 -1.518 2.744 -1.313 23 325.46 52.98 B051882A N
169.25 -20.79 145.3 -6.873 4.9 1.972 1.271 7.118 1.414 23 169.25 -20.79 B051982A N
281.75 -1.41 181.1 -0.238 0.0599 0.178 0.7337 -0.5103 -0.4871 24 281.75 -1.41 B052082B N
167.6 -20.2 20.7 -1.028 -0.236 1.264 0.217 -0.449 -0.415 25 167.6 -20.2 B052082A N
172.09 -27.82 15.0 -0.089 -2.022 2.111 1.484 2.225 5.05 24 172.09 -27.82 B052082C SS
155.59 -6.71 90.7 4.279 -1.609 -2.671 -1.933 0.327 3.075 23 155.59 -6.71 B052182A R
142.3 42 29.0 5.924 -5.834 -0.09 5.815 -0.301 1.675 23 142.3 42.0 B052282B R
158.01 -55.52 15.0 2.952 -2.257 -0.695 -0.017 0.761 5.924 23 158.01 -55.52 B052282C SS
94.39 7.61 12.2 -1.453 0.082 1.372 0.786 1.393 0.737 24 94.39 7.61 B052282A N
177.46 -3.48 10.6 4.826 -4.936 0.11 -0.586 0.578 1.284 24 177.46 -3.48 B052382A R
155.66 48.61 27.4 3.79 -0.576 -3.214 2.434 1.897 -2.561 24 155.66 48.61 B052482A R
166.48 -12.07 201.0 2.523 -0.161 -2.361 0.273 -1.345 0.69 24 166.48 -12.07 B052582A R
142.49 33.31 29.3 -3.863 -1.71 5.573 -1.169 0.527 0.547 23 142.49 33.31 B052682A N-SS
144.48 13.4 139.4 0.467 0.773 -1.239 5.854 2.025 0.965 23 144.48 13.4 B052682B N
248.41 -13.6 15.0 1.564 4.42 -5.984 0 0 6.268 23 248.41 -13.6 B052782A SS
181.04 -20.74 615.7 -0.604 0.574 0.03 -1.01 -0.652 0.074 24 181.04 -20.74 B052782B N
180.7 -20.1 621.7 -2.044 1.252 0.792 -0.824 -0.021 1.019 24 180.7 -20.1 B052882A N
291.38 -22.28 116.6 -1.185 -0.125 1.31 0.832 -1.234 -0.728 24 291.38 -22.28 B052982B N
143.2 42.46 118.1 0.437 -0.289 -0.149 2.599 0.705 -0.075 24 143.2 42.46 B052982A R
289.22 -25.06 21.3 0.6486 0.043 -0.6916 0.3659 -0.8375 0.2726 24 289.22 -25.06 B052982C R
152.23 -5.34 52.0 0.054 0.237 -0.291 4.551 3.13 0.063 24 152.23 -5.34 B053082A N
164.65 55.32 18.9 -1.569 -4.585 6.154 2.632 3.177 -1.884 25 164.65 55.32 C053182A SS-N
135.87 7.74 23.1 0.009 -5.63 5.621 0.657 1.206 -0.922 25 135.87 7.74 B053182B SS
142.48 38.52 40.5 1.128 0.094 -1.223 0.93 0.897 -0.432 25 142.48 38.52 B053182C R
284.13 -41.69 10.0 -3.372 -0.86 4.232 -1.871 -2.339 0.307 25 284.13 -41.69 C060182A N-SS
102.36 21.97 10.0 -0.337 -1.594 1.931 -0.403 0.666 0.266 24 102.36 21.97 B060182B SS-N
345.77 -13.76 15.0 -8.096 1.239 6.857 -3.98 4.206 -1.306 23 345.77 -13.76 B060182C N
